FB1	FB2	L1	L2
AT3G06019.1.Hnull	0	2	0	3
AT3G06020.1.Hnull	104	87	37	95
AT3G06030.1.Hnull	54	124	33	143
AT3G06035.1.Hnull	631	667	410	766
AT3G06040.1.Hnull	549	932	542	1010
AT3G06050.1.Hnull	2592	1743	2419	1795
AT3G06060.1.Hnull	707	597	412	729
AT3G06070.1	266	191	1357	762
AT3G06080.2.Hnull	3062	1405	2038	1447
AT3G06090.1.Hnull	0	0	0	0
AT3G06100.1.Hnull	9	23	4	24
AT3G06105.1.Hnull	0	0	0	0
AT3G06110.2.Hnull	440	355	698	345
AT3G06120.1.Hnull	13	24	1	25
AT3G06125.1.Hnull	840	164	632	108
AT3G06130.1.Hnull	1044	962	937	1190
AT3G06140.1.Hnull	143	270	40	270
AT3G06142.1.Hnull	0	0	0	0
AT3G06145.1.Hnull	621	420	494	356
AT3G06150.1.Hnull	1829	1129	1621	1051
AT3G06160.2	1154	855	11	17
AT3G06170.1.Hnull	2053	1128	3437	1346
AT3G06180.1.Hnull	258	172	204	236
AT3G06190.1	1661	1770	1426	1391
AT3G06200.1.Hnull	560	672	861	913
AT3G06210.1	503	533	472	558
AT3G06220.1.Hnull	13	14	5	29
AT3G06230.1	1	0	0	0
AT3G06240.1.Hnull	564	253	667	297
AT3G06250.1.Hnull	695	559	910	637
AT3G06260.1.Hnull	6	5	12	7
AT3G06270.1.Hnull	441	448	534	459
AT3G06280.1	0	0	0	0
AT3G06290.1.Hnull	1581	817	2416	979
AT3G06300.1	1261	1254	401	546
AT3G06310.1.Hnull	527	757	571	821
AT3G06320.1.Hnull	112	180	91	168
AT3G06330.1	880	789	1757	1608
AT3G06335.1.Hnull	0	0	0	0
AT3G06340.1.Hnull	753	443	972	554
AT3G06350.1.Hnull	2089	2489	1778	2520
AT3G06360.1.Hnull	20	7	18	12
AT3G06370.1	113	124	94	26
AT3G06380.1.Hnull	1667	721	1791	882
AT3G06390.1.Hnull	1	1	0	0
AT3G06400.3.Hnull	3855	2649	6317	2713
AT3G06410.1.Hnull	1057	1021	845	1299
AT3G06420.1.Hnull	399	95	213	101
AT3G06430.1.Hnull	1176	1701	1323	1785
AT3G06433.1	366	523	93	117
AT3G06435.1.Hnull	33	10	26	14
AT3G06437.1.Hnull	14	43	17	49
AT3G06440.1.Hnull	518	472	589	503
AT3G06450.1.Hnull	804	715	1566	844
AT3G06455.1	213	170	104	113
AT3G06460.1	1	0	0	0
AT3G06470.1.Hnull	656	736	742	853
AT3G06480.1.Hnull	1449	1013	1701	1082
AT3G06483.1.Hnull	3533	3924	3577	4497
AT3G06490.1.Hnull	16	9	11	20
AT3G06500.1.Hnull	1341	4210	763	5423
AT3G06510.2.Hnull	10862	3800	10713	3524
AT3G06520.1	188	155	134	79
AT3G06530.2.Hnull	648	2185	1344	2093
AT3G06540.1.Hnull	905	398	1151	427
AT3G06545.1.Hnull	0	0	1	1
AT3G06550.2.Hnull	3456	2011	2509	2022
AT3G06560.1.Hnull	4	5	4	4
AT3G06570.1	303	332	447	339
AT3G06580.1.Hnull	1469	1304	1587	1381
AT3G06590.1.Hnull	1481	728	995	584
AT3G06600.1.Hnull	3	6	6	11
AT3G06610.1.Hnull	443	853	528	871
AT3G06620.1.Hnull	1071	864	1250	1000
AT3G06630.1.Hnull	27	62	155	59
AT3G06640.1.Hnull	3	52	15	64
AT3G06650.1.Hnull	4782	4280	3114	4519
AT3G06660.1.Hnull	346	447	403	467
AT3G06665.1.Hnull	0	0	0	0
AT3G06670.2	2339	3274	3167	3581
AT3G06680.1.Hnull	491	1136	389	1302
AT3G06690.1	108	56	67	81
AT3G06700.1.Hnull	2301	4611	1850	4503
AT3G06710.1.Hnull	14	30	17	35
AT3G06720.1.Hnull	2605	1551	3575	1694
AT3G06730.1	680	692	398	596
AT3G06740.1.Hnull	303	175	168	178
AT3G06750.1.Hnull	1836	1016	709	953
AT3G06760.2.Hnull	1417	423	815	388
AT3G06770.2.Hnull	779	554	128	513
AT3G06778.1.Hnull	74	43	48	43
AT3G06780.1.Hnull	1005	633	727	551
AT3G06790.1.Hnull	299	422	496	483
AT3G06810.1	1868	2310	1649	2650
AT3G06820.2.Hnull	646	440	587	515
AT3G06830.1.Hnull	76	33	89	36
AT3G06840.1.Hnull	37	68	8	117
AT3G06850.1	1695	2308	518	636
AT3G06860.1.Hnull	3746	1750	5699	1881
AT3G06868.1.Hnull	156	146	46	138
AT3G06870.1.Hnull	3	44	1	61
AT3G06880.2.Hnull	1109	2077	223	2310
AT3G06890.1.Hnull	27	71	17	64
AT3G06895.1.Hnull	0	2	0	2
AT3G06900.1	15	15	1	24
AT3G06910.1.Hnull	346	232	308	259
AT3G06920.1	408	385	132	295
AT3G06930.2.Hnull	459	575	683	695
AT3G06940.1.Hnull	573	329	949	360
AT3G06950.1.Hnull	347	625	524	699
AT3G06960.1.Hnull	874	638	1154	686
AT3G06962.1.Hnull	0	0	0	2
AT3G06970.1.Hnull	0	0	0	2
AT3G06980.1	965	1785	1610	2305
AT3G06985.1.Hnull	0	5	0	2
AT3G06990.1.Hnull	2	6	1	3
AT3G06995.1.Hnull	0	2	0	0
AT3G07000.1.Hnull	2	26	0	13
AT3G07005.1.Hnull	0	1	0	0
AT3G07010.1.Hnull	1442	1425	767	1557
AT3G07020.2.Hnull	1182	985	1517	1100
AT3G07025.1.Hnull	0	0	0	0
AT3G07030.1.Hnull	333	906	622	1278
AT3G07040.1.Hnull	763	558	782	509
AT3G07050.1.Hnull	598	2084	959	2629
AT3G07055.1.Hnull	0	0	0	0
AT3G07060.1.Hnull	169	301	153	325
AT3G07070.1.Hnull	3	1	3	4
AT3G07080.1.Hnull	352	371	583	405
AT3G07090.1.Hnull	1190	765	1866	706
AT3G07100.1.Hnull	4227	3044	6604	3522
AT3G07110.2.Hnull	1481	3383	1640	3576
AT3G07115.1	0	0	0	0
AT3G07120.1	189	135	3	3
AT3G07130.1.Hnull	75	141	67	153
AT3G07140.1.Hnull	831	604	1090	672
AT3G07150.1.Hnull	15	12	51	11
AT3G07160.1.Hnull	6112	3770	8283	4587
AT3G07170.1	2385	1296	1015	913
AT3G07180.1.Hnull	1375	910	1538	1014
AT3G07185.1.Hnull	0	0	0	0
AT3G07190.1	518	342	331	281
AT3G07195.1.Hnull	362	145	308	135
AT3G07200.1.Hnull	287	263	359	268
AT3G07210.1.Hnull	261	299	178	259
AT3G07215.1.Hnull	307	185	393	125
AT3G07220.1.Hnull	659	491	767	652
AT3G07230.1.Hnull	1194	1491	1367	1333
AT3G07250.1.Hnull	14	15	7	15
AT3G07260.1.Hnull	3	78	4	82
AT3G07270.1.Hnull	2218	1387	1763	1441
AT3G07273.1.Hnull	50	47	108	35
AT3G07274.1.Hnull	103	108	233	101
AT3G07280.1	442	616	417	857
AT3G07290.1.Hnull	30	57	18	58
AT3G07300.3.Hnull	669	903	921	959
AT3G07310.1.Hnull	5100	3166	3955	3304
AT3G07320.1.Hnull	150	1113	27	1420
AT3G07330.1.Hnull	1353	880	1125	1025
AT3G07340.1.Hnull	573	181	125	160
AT3G07350.1.Hnull	75	639	9	469
AT3G07360.1.Hnull	5743	2323	3023	1892
AT3G07370.1.Hnull	711	436	564	499
AT3G07380.1.Hnull	14	22	11	12
AT3G07390.1.Hnull	3462	5241	2438	5490
AT3G07400.1.Hnull	1041	926	1239	1011
AT3G07410.1.Hnull	239	147	248	140
AT3G07420.1.Hnull	115	265	219	278
AT3G07425.1.Hnull	0	0	0	0
AT3G07430.1.Hnull	1003	3512	1576	4530
AT3G07440.1	498	420	260	387
AT3G07450.1	982	376	0	0
AT3G07460.2	2415	1501	3119	1196
AT3G07470.1.Hnull	2530	2343	876	2150
AT3G07480.1.Hnull	2326	2399	2260	2218
AT3G07490.1	2	0	0	0
AT3G07500.1	168	147	124	144
AT3G07510.1.Hnull	250	228	85	256
AT3G07520.1.Hnull	797	136	949	151
AT3G07522.1.Hnull	0	0	1	0
AT3G07525.2.Hnull	179	122	239	111
AT3G07530.1.Hnull	155	83	236	77
AT3G07540.1	798	2818	360	105
AT3G07550.1.Hnull	450	181	386	188
AT3G07560.1.Hnull	3635	2126	3798	2577
AT3G07565.4	463	537	613	742
AT3G07568.1.Hnull	368	463	243	454
AT3G07570.1.Hnull	475	247	355	309
AT3G07580.2.Hnull	89	36	185	71
AT3G07590.1.Hnull	145	167	249	143
AT3G07600.1.Hnull	32	6	82	1
AT3G07610.3.Hnull	965	850	1556	829
AT3G07620.1.Hnull	2	0	1	0
AT3G07630.1	958	909	596	1272
AT3G07640.1.Hnull	270	673	484	825
AT3G07650.1.Hnull	123	560	188	921
AT3G07660.1.Hnull	1799	1726	2679	1949
AT3G07670.1.Hnull	1949	2112	2460	2086
AT3G07680.1.Hnull	1587	1026	1376	929
AT3G07690.1.Hnull	314	266	342	296
AT3G07700.3.Hnull	9869	2748	9706	2467
AT3G07710.1.Hnull	0	0	0	0
AT3G07720.1.Hnull	2422	913	1575	991
AT3G07730.1.Hnull	303	46	342	64
AT3G07740.4.Hnull	589	382	608	334
AT3G07750.1.DE	548	467	119	213
AT3G07760.1.Hnull	1147	314	984	310
AT3G07770.1	2661	3933	1086	2426
AT3G07780.1.Hnull	2758	2016	4172	2397
AT3G07790.1	1600	1611	2068	2242
AT3G07800.1.Hnull	380	389	370	431
AT3G07810.2.Hnull	1122	1307	1259	1688
AT3G07820.1.Hnull	47	6	39	2
AT3G07830.1	2997	1974	1	1
AT3G07840.1.Hnull	0	0	0	0
AT3G07850.1.Hnull	48	0	63	1
AT3G07860.1	516	460	50	90
AT3G07870.1.Hnull	890	381	938	267
AT3G07880.1	6777	4376	2056	1470
AT3G07890.1.Hnull	1308	1092	1395	1235
AT3G07900.1	3	5	3	1
AT3G07910.1.Hnull	444	720	399	948
AT3G07920.1.Hnull	5	10	2	19
AT3G07930.3	285	307	329	517
AT3G07940.1	930	720	937	904
AT3G07950.1.Hnull	753	561	644	556
AT3G07960.1.Hnull	45	51	9	58
AT3G07970.1.Hnull	4	0	0	0
AT3G07980.1.Hnull	755	486	1059	542
AT3G07990.1.Hnull	611	357	450	344
AT3G08000.1.Hnull	102	97	87	124
AT3G08010.1.Hnull	3582	3020	3803	2705
AT3G08020.1.Hnull	1802	976	2006	956
AT3G08030.1.Hnull	1476	2888	287	2258
AT3G08040.1.Hnull	6	0	1	1
AT3G08490.1.Hnull	19	12	11	4
AT3G08500.1.Hnull	14	12	2	13
AT3G08505.2.Hnull	1088	259	624	206
AT3G08510.1	5000	7820	6820	10324
AT3G08520.1.Hnull	478	985	408	1564
AT3G08530.1.Hnull	10801	8684	15560	8835
AT3G08550.1.Hnull	1313	1192	1287	1284
AT3G08560.1.Hnull	6	79	3	51
AT3G08570.1	176	217	134	153
AT3G08580.1.Hnull	23280	28095	24747	26516
AT3G08590.1.Hnull	5201	4958	8482	4914
AT3G08600.1.Hnull	507	469	153	537
AT3G08610.1.Hnull	3013	3196	2193	3076
AT3G08620.1.Hnull	510	243	479	243
AT3G08630.1.Hnull	347	468	191	496
AT3G08636.1.Hnull	0	0	0	0
AT3G08640.1.Hnull	2268	1437	1646	1552
AT3G08650.2	1012	3055	3132	3737
AT3G08660.1.Hnull	265	53	218	56
AT3G08670.1.Hnull	1274	636	1140	655
AT3G08680.1	2532	3442	1217	573
AT3G08690.1	2189	1607	1424	2371
AT3G08700.1.Hnull	7	37	3	24
AT3G08710.1.Hnull	848	521	1094	516
AT3G08720.1.Hnull	565	225	975	204
AT3G08730.1.Hnull	4970	1280	2998	1068
AT3G08740.1.Hnull	1977	7045	1998	7587
AT3G08750.1	66	20	0	1
AT3G08760.1.Hnull	1021	927	1625	906
AT3G08762.1.Hnull	0	0	0	0
AT3G08770.2.DE	54006	26441	108	64
AT3G08780.1.Hnull	443	413	486	323
AT3G08790.1.Hnull	2	0	0	0
AT3G08800.1.Hnull	129	160	281	126
AT3G08810.1.Hnull	0	11	2	25
AT3G08820.1.Hnull	16	132	18	171
AT3G08840.2	689	1114	1150	1720
AT3G08850.1.Hnull	4119	2674	6086	3099
AT3G08860.1.Hnull	73	4	233	7
AT3G08870.1.Hnull	726	145	1016	181
AT3G08880.1.Hnull	122	275	128	207
AT3G08885.1.Hnull	13	13	15	7
AT3G08890.1.Hnull	396	232	211	197
AT3G08900.1.Hnull	40	96	45	91
AT3G08910.1	791	620	284	187
AT3G08920.1	734	576	1131	583
AT3G08930.1	2654	3361	1730	1662
AT3G08940.2.Hnull	100576	104606	40319	104235
AT3G08943.1.Hnull	808	819	1128	911
AT3G08947.1.Hnull	214	209	388	237
AT3G08950.1.Hnull	168	266	265	251
AT3G08960.1	1215	1647	1209	1442
AT3G08970.1.Hnull	248	54	410	69
AT3G08980.1.Hnull	45	135	91	127
AT3G08990.1.Hnull	86	65	79	84
AT3G09000.1.Hnull	490	584	635	673
AT3G09010.1.Hnull	466	108	525	120
AT3G09020.1.Hnull	357	152	811	119
AT3G09030.1.Hnull	611	427	1017	475
AT3G09032.1.Hnull	5	80	21	87
AT3G09035.1.Hnull	637	370	696	399
AT3G09040.1.Hnull	46	50	93	95
AT3G09050.1.Hnull	1323	1297	1400	1311
AT3G09060.1.Hnull	31	53	48	80
AT3G09070.1.Hnull	155	220	85	268
AT3G09080.1.Hnull	0	4	2	2
AT3G09085.1.Hnull	229	150	217	136
AT3G09090.1	2194	2750	1352	2000
AT3G09100.2	2307	2775	2435	3318
AT3G09110.1	0	1	0	0
AT3G09120.1	1	0	0	0
AT3G09130.1.Hnull	7	142	2	73
AT3G09140.1.Hnull	0	0	0	0
AT3G09150.2.Hnull	392	670	471	693
AT3G09160.1	82	74	78	131
AT3G09162.1	58	54	63	67
AT3G09165.1.Hnull	0	0	0	0
AT3G09170.1.Hnull	0	0	0	0
AT3G09180.1	1211	921	962	1175
AT3G09190.1	444	266	68	132
AT3G09200.1.Hnull	5672	14354	6103	15365
AT3G09210.1.Hnull	1531	3806	1988	4640
AT3G09220.1.Hnull	0	2	0	2
AT3G09230.1.Hnull	149	197	232	240
AT3G09240.1	8	6	7	4
AT3G09250.2.Hnull	707	951	1027	1182
AT3G09260.1	62	27	15	21
AT3G09270.1	9	2	37	8
AT3G09280.1	2	0	4	1
AT3G09285.1.Hnull	1	0	0	0
AT3G09290.1	0	0	2	34
AT3G09300.1	2083	1783	1488	1815
AT3G09310.1.Hnull	95	80	87	91
AT3G09320.1.Hnull	444	273	640	274
AT3G09330.1.Hnull	29	12	23	8
AT3G09340.1.Hnull	1	6	0	4
AT3G09350.1.Hnull	412	355	1752	274
AT3G09360.1.Hnull	347	382	442	377
AT3G09370.2.Hnull	357	195	564	176
AT3G09375.1.Hnull	9	236	7	207
AT3G09380.1.Hnull	0	4	0	3
AT3G09385.1.Hnull	0	0	0	0
AT3G09390.1.Hnull	14240	9263	18406	10723
AT3G09400.1.Hnull	0	16	1	30
AT3G09405.1.Hnull	155	70	163	78
AT3G09410.1	790	884	1416	1442
AT3G09430.1.Hnull	10	27	3	21
AT3G09440.1.Hnull	15413	12956	47623	10983
AT3G09450.1.Hnull	1506	52	848	7
AT3G09470.1	1634	1184	1234	1391
AT3G09480.1.Hnull	12	75	26	95
AT3G09490.1	43	50	81	113
AT3G09500.1.Hnull	2328	5970	1718	6194
AT3G09505.1.Hnull	0	0	0	0
AT3G09510.1.Hnull	0	0	0	0
AT3G09520.1	15	22	102	107
AT3G09530.1.Hnull	4	0	8	0
AT3G09540.1.Hnull	426	1218	480	1433
AT3G09550.1	170	141	58	129
AT3G09560.2	2033	1779	1837	1954
AT3G09570.1.Hnull	975	675	1086	782
AT3G09580.1.Hnull	1079	1154	743	1312
AT3G09585.1	0	0	0	0
AT3G09590.1.Hnull	45	0	14	0
AT3G09595.1.Hnull	0	0	0	0
AT3G09600.1.Hnull	3311	78	1616	78
AT3G09620.1.Hnull	1	121	3	142
AT3G09630.1.Hnull	3258	9511	4567	9393
AT3G09640.1.Hnull	0	0	0	2
AT3G09650.1	405	1077	1905	2568
AT3G09660.1.Hnull	50	122	69	101
AT3G09670.1.Hnull	373	397	447	402
AT3G09680.1.Hnull	32	857	14	639
AT3G09690.1.Hnull	521	390	693	442
AT3G09700.1	791	423	151	228
AT3G09710.2.Hnull	147	348	89	334
AT3G09720.1.Hnull	161	292	355	310
AT3G09730.2.Hnull	52	83	62	91
AT3G09735.1.Hnull	972	469	771	594
AT3G09740.1.Hnull	2795	1935	2471	1793
AT3G09750.1	5	0	0	0
AT3G09760.1.Hnull	906	435	934	412
AT3G09770.1	898	1696	1613	1989
AT3G09780.1.Hnull	13	76	5	72
AT3G09790.1.Hnull	20	75	16	87
AT3G09800.1.Hnull	232	512	140	485
AT3G09810.1	1748	1180	1101	899
AT3G09820.1.Hnull	4037	7453	2000	7152
AT3G09830.1.Hnull	1313	654	2410	843
AT3G09840.1.Hnull	16539	14744	24586	16367
AT3G09850.1.Hnull	2811	2050	3232	2282
AT3G09860.1	3249	2303	1536	1721
AT3G09863.1.Hnull	1	2	3	5
AT3G09870.1.Hnull	15	76	0	84
AT3G09880.1.Hnull	746	567	885	601
AT3G09890.1.Hnull	284	315	313	335
AT3G09900.1.Hnull	960	605	1181	538
AT3G09910.1.Hnull	177	23	135	21
AT3G09915.1.Hnull	1	7	0	4
AT3G09920.1.Hnull	2980	1160	2625	1222
AT3G09922.1.Hnull	0	0	0	1
AT3G09925.1.Hnull	2	0	0	2
AT3G09930.1.Hnull	0	0	1	0
AT3G09940.1.Hnull	325	63	174	195
AT3G09950.1.Hnull	0	0	0	0
AT3G09960.1.Hnull	11	27	14	20
AT3G09970.1	1306	921	1110	1354
AT3G09975.1.Hnull	0	0	0	0
AT3G09980.1.Hnull	3613	1402	3188	1534
AT3G09990.1.Hnull	0	0	0	0
AT3G10000.1.Hnull	0	0	0	0
AT3G10010.1.Hnull	702	386	1125	375
AT3G10015.1	0	0	0	0
AT3G10020.1.Hnull	1156	4951	1332	5525
AT3G10030.1.Hnull	651	534	904	580
AT3G10035.1.Hnull	0	0	0	0
AT3G10040.1	305	273	51	45
AT3G10050.1.Hnull	1033	2291	979	2386
AT3G10060.1.Hnull	5100	5363	3347	5582
AT3G10070.1.Hnull	352	474	509	526
AT3G10080.1.Hnull	377	317	74	412
AT3G10090.1	1644	849	562	572
AT3G10100.1.Hnull	0	16	4	18
AT3G10110.1.Hnull	23	120	30	173
AT3G10113.1.Hnull	1	29	5	17
AT3G10114.1	0	1	0	0
AT3G10116.1.Hnull	0	1	0	0
AT3G10120.1.Hnull	143	60	281	72
AT3G10130.1.Hnull	1917	1571	3256	1782
AT3G10140.1	652	516	374	392
AT3G10150.1.Hnull	269	27	289	21
AT3G10160.1.Hnull	2239	2114	1853	2169
AT3G10180.1.Hnull	39	171	52	197
AT3G10185.1.Hnull	43	12	10	16
AT3G10190.1.Hnull	233	130	508	181
AT3G10195.1.Hnull	0	0	0	0
AT3G10200.1.Hnull	28	67	86	97
AT3G10210.1.Hnull	674	381	800	331
AT3G10220.1	1493	997	617	625
AT3G10230.1	2465	2034	8477	6101
AT3G10240.1.Hnull	0	0	0	0
AT3G10250.1.Hnull	1213	193	1649	202
AT3G10260.3.Hnull	2598	923	2258	1271
AT3G10270.1	1730	1562	2034	2626
AT3G10280.1.Hnull	0	10	5	8
AT3G10282.1.Hnull	2	27	2	22
AT3G10290.1.Hnull	7	46	10	74
AT3G10300.3.Hnull	597	990	1636	1046
AT3G10310.1.Hnull	27	96	3	94
AT3G10320.1.Hnull	56	10	69	7
AT3G10330.1.Hnull	510	539	633	524
AT3G10340.1.Hnull	516	140	23	186
AT3G10350.2	1190	1348	2047	2780
AT3G10360.1.Hnull	2513	1633	2199	1855
AT3G10370.1.Hnull	1179	1150	1311	1233
AT3G10380.1.Hnull	3249	2341	4019	2666
AT3G10390.1.Hnull	617	481	743	525
AT3G10400.1.Hnull	176	139	225	149
AT3G10405.1.Hnull	1093	1691	808	1362
AT3G10410.1.Hnull	1867	2692	3641	3041
AT3G10415.1	0	0	0	0
AT3G10420.2.Hnull	18499	2959	11357	2765
AT3G10430.1.Hnull	0	0	0	0
AT3G10439.1.Hnull	0	0	0	0
AT3G10440.1.Hnull	422	246	239	242
AT3G10450.1.Hnull	925	218	1842	219
AT3G10460.1.Hnull	0	0	0	0
AT3G10470.1	168	178	5	2
AT3G10480.3.Hnull	1280	703	1696	727
AT3G10490.2.Hnull	895	629	1655	660
AT3G10500.1.Hnull	613	208	1505	198
AT3G10510.1.Hnull	0	0	0	1
AT3G10520.1.Hnull	3274	4739	4077	4808
AT3G10525.1.Hnull	2265	547	1687	546
AT3G10526.1	0	0	0	0
AT3G10530.1.Hnull	220	613	466	621
AT3G10540.1.Hnull	740	536	585	513
AT3G10550.1	678	1106	615	606
AT3G10560.1.Hnull	3	8	3	12
AT3G10570.1.Hnull	317	68	222	68
AT3G10572.1.Hnull	574	335	482	300
AT3G10575.1.Hnull	0	6	0	8
AT3G10580.1.Hnull	1	1	1	0
AT3G10585.1.Hnull	0	1	0	0
AT3G10590.1.Hnull	4	0	0	4
AT3G10595.1.Hnull	0	0	0	0
AT3G10600.1.Hnull	0	25	0	45
AT3G10610.1.Hnull	421	1236	280	1097
AT3G10620.1.Hnull	911	727	817	754
AT3G10630.1	483	415	256	336
AT3G10640.1.Hnull	565	447	808	334
AT3G10650.1.Hnull	2247	1562	3786	1593
AT3G10660.1.Hnull	39	162	29	184
AT3G10670.1.Hnull	2682	3303	2584	3628
AT3G10680.1	120	107	27	29
AT3G10690.1.Hnull	542	1810	648	2053
AT3G10700.1.Hnull	355	493	193	485
AT3G10710.1.Hnull	0	4	0	4
AT3G10720.2.Hnull	2107	2683	668	3307
AT3G10730.1.Hnull	497	453	460	534
AT3G10740.1.Hnull	2184	1000	2008	1200
AT3G10745.1.Hnull	1	1	4	1
AT3G10750.1.Hnull	0	0	0	0
AT3G10760.1.Hnull	1863	496	1336	448
AT3G10770.1.Hnull	2580	1052	2371	1114
AT3G10780.1.Hnull	0	15	1	9
AT3G10790.1.Hnull	0	0	0	0
AT3G10800.1.Hnull	1234	611	1783	654
AT3G10810.1.Hnull	1274	745	1668	937
AT3G10815.1.Hnull	52	0	26	0
AT3G10820.2.Hnull	208	169	264	168
AT3G10840.1.Hnull	1612	1100	1049	1170
AT3G10845.1.Hnull	3	0	2	2
AT3G10850.1	3752	3961	2400	3580
AT3G10860.1.Hnull	2815	2923	3175	3737
AT3G10870.1.Hnull	180	227	197	299
AT3G10880.1.Hnull	8	23	0	31
AT3G10890.1	322	247	0	0
AT3G10900.1.Hnull	0	0	0	0
AT3G10910.1	0	0	0	0
AT3G10912.1.Hnull	0	0	0	0
AT3G10915.5.Hnull	670	353	665	369
AT3G10920.1.Hnull	4546	5666	4020	6318
AT3G10930.1.Hnull	65	172	20	104
AT3G10940.1	2060	1767	1076	1188
AT3G10950.1.Hnull	2	300	0	532
AT3G10960.1	648	1146	553	577
AT3G10970.1.Hnull	3854	3303	4704	3170
AT3G10974.1.Hnull	0	0	0	0
AT3G10980.1.Hnull	1245	689	1450	714
AT3G10985.1	3151	3729	3280	3200
AT3G10986.1	20	13	2	0
AT3G10990.1.Hnull	0	0	0	0
AT3G11000.2	1794	2055	34	30
AT3G11010.1	412	941	5302	8014
AT3G11020.1.Hnull	9	280	135	330
AT3G11030.1.Hnull	369	213	492	274
AT3G11040.1.Hnull	214	182	285	213
AT3G11050.1	527	417	38	29
AT3G11060.1.Hnull	0	0	0	0
AT3G11070.1.Hnull	653	887	635	956
AT3G11080.1.Hnull	280	85	690	99
AT3G11090.1.Hnull	1159	668	1012	421
AT3G11100.1.Hnull	815	477	860	546
AT3G11110.1.Hnull	714	323	518	242
AT3G11120.1.Hnull	1020	2165	464	2591
AT3G11130.1.Hnull	9632	8189	13244	7823
AT3G11150.1	11	11	5	6
AT3G11160.1	127	83	1	0
AT3G11165.1	142	93	0	0
AT3G11170.1.Hnull	14281	9729	8133	10351
AT3G11180.2.Hnull	0	3	1	6
AT3G11200.1.Hnull	1704	1254	1782	1311
AT3G11210.1	2558	1518	457	208
AT3G11220.2.Hnull	286	126	358	127
AT3G11230.2.Hnull	393	271	431	303
AT3G11240.1.Hnull	281	185	393	176
AT3G11250.1	4235	2349	552	786
AT3G11260.1.Hnull	0	5	0	5
AT3G11270.1	1184	696	296	472
AT3G11280.1.Hnull	1880	968	1895	944
AT3G11285.1	0	0	0	0
AT3G11290.1	1333	1092	920	804
AT3G11300.1.Hnull	0	8	1	13
AT3G11310.1.Hnull	0	9	2	7
AT3G11320.1.Hnull	745	268	593	246
AT3G11325.1.Hnull	2	1	5	2
AT3G11330.1.Hnull	976	562	1117	656
AT3G11340.1.Hnull	34	2	26	4
AT3G11350.1.Hnull	0	0	0	0
AT3G11370.1.Hnull	0	0	0	0
AT3G11380.1.Hnull	0	0	0	0
AT3G11385.1.Hnull	0	1	0	2
AT3G11390.1.Hnull	1	1	0	3
AT3G11395.1.Hnull	0	0	0	0
AT3G11397.1.Hnull	1375	471	1148	481
AT3G11400.2.Hnull	2027	2922	2196	3034
AT3G11402.1.Hnull	196	22	225	32
AT3G11405.1.Hnull	0	0	0	0
AT3G11410.1.Hnull	6191	3129	8436	2349
AT3G11415.1.Hnull	10	2	5	2
AT3G11420.1.Hnull	955	596	855	707
AT3G11430.1.Hnull	12	29	4	49
AT3G11435.1.Hnull	0	0	0	0
AT3G11440.1	226	280	140	173
AT3G11450.1.Hnull	1637	2242	2335	2456
AT3G11460.1.Hnull	32	88	43	85
AT3G11470.2.Hnull	615	196	327	145
AT3G11480.1	4030	963	75	56
AT3G11490.1.Hnull	890	499	433	492
AT3G11500.1.Hnull	625	494	356	459
AT3G11505.1.Hnull	0	0	0	0
AT3G11510.1	20160	9425	3390	2586
AT3G11520.1.Hnull	25	37	2	53
AT3G11530.1.Hnull	685	415	591	413
AT3G11540.1.Hnull	1322	816	2049	936
AT3G11550.1.Hnull	1	0	3	5
AT3G11560.2.Hnull	5854	4266	7558	4934
AT3G11570.1.Hnull	77	165	73	180
AT3G11580.1.Hnull	431	143	358	110
AT3G11590.1.Hnull	858	840	780	862
AT3G11591.1.Hnull	21	40	29	53
AT3G11600.1	311	236	67	88
AT3G11620.2.Hnull	547	257	349	231
AT3G11630.1.Hnull	16703	21105	8410	18720
AT3G11640.1.Hnull	26	4	27	5
AT3G11650.1.Hnull	273	644	239	668
AT3G11660.1	352	1375	6095	7481
AT3G11670.1.Hnull	7081	2544	8185	2273
AT3G11673.1.Hnull	0	0	0	1
AT3G11680.1.Hnull	1	0	0	0
AT3G11690.1.Hnull	404	285	241	258
AT3G11700.1.Hnull	4873	2594	1147	2519
AT3G11710.1	6580	4906	2373	3434
AT3G11720.3.Hnull	321	550	396	539
AT3G11730.1.Hnull	1148	624	1194	629
AT3G11740.1.Hnull	0	0	1	0
AT3G11745.1.Hnull	87	91	119	73
AT3G11750.1	84	36	86	111
AT3G11760.1.Hnull	249	324	178	371
AT3G11770.1.Hnull	584	223	386	190
AT3G11773.2.Hnull	2	4	4	3
AT3G11780.2.Hnull	1289	897	829	863
AT3G11800.1.Hnull	1113	680	686	678
AT3G11810.1.Hnull	1891	653	2423	805
AT3G11820.1.Hnull	1307	1421	1684	1327
AT3G11825.1.Hnull	0	0	0	0
AT3G11830.1	6624	5507	1908	2321
AT3G11840.1.Hnull	463	278	878	258
AT3G11850.1.Hnull	510	516	842	520
AT3G11860.1.Hnull	3	13	1	16
AT3G11870.1	3	4	0	0
AT3G11880.1.Hnull	1299	542	1687	480
AT3G11890.2.Hnull	625	408	683	419
AT3G11900.1.DE	1314	868	1628	1095
AT3G11910.1.Hnull	3197	2723	5259	3063
AT3G11920.1.Hnull	0	0	0	0
AT3G11930.3.Hnull	7630	3164	4282	3736
