FB1	FB2	L1	L2
AT3G44785.1	0	0	0	0
AT3G44790.1	24	28	0	8
AT3G44793.1	0	0	0	0
AT3G44796.1	0	0	0	0
AT3G44798.1	292	187	315	291
AT3G44800.1	74	52	13	4
AT3G44805.1	3	6	6	19
AT3G44810.1	0	0	0	0
AT3G44820.1	143	120	562	641
AT3G44830.1	0	8	1	3
AT3G44840.1	1	2	19	6
AT3G44850.1	715	582	299	399
AT3G44860.1.DE	262	262	5127	5743
AT3G44870.1	0	1	9	9
AT3G44880.1	1426	2202	4709	5839
AT3G44890.1	7383	4651	4094	3193
AT3G44900.1	24	13	7	24
AT3G44910.1.Hnull	0	0	0	0
AT3G44920.1	36	36	3	0
AT3G44930.1	0	0	1	0
AT3G44935.1	2	2	0	2
AT3G44940.1	329	347	85	110
AT3G44950.1	1	0	0	0
AT3G44955.1	0	0	0	0
AT3G44960.1.Hnull	12	40	0	40
AT3G44970.1	16	8	29	13
AT3G44980.1	0	0	0	0
AT3G44990.1	7	0	151	35
AT3G45000.1	17	7	1	1
AT3G45010.1	8638	8246	1581	1849
AT3G45020.1	209	134	105	97
AT3G45030.1	5209	3340	931	1047
AT3G45040.1	842	669	997	849
AT3G45050.2	808	497	988	715
AT3G45060.1.Hnull	30	13	28	19
AT3G45070.1	0	0	0	0
AT3G45080.1.Hnull	0	1	0	0
AT3G45090.1	2263	1967	463	473
AT3G45093.1	3	0	0	0
AT3G45095.1	36	69	32	85
AT3G45100.1	497	783	318	402
AT3G45110.1	1	3	1	0
AT3G45120.1	0	0	0	0
AT3G45130.1	30	22	21	31
AT3G45140.1	37548	48872	66905	49939
AT3G45150.1	1	1	0	0
AT3G45160.1	50	73	638	218
AT3G45170.1	4	1	0	1
AT3G45180.1	33	11	7	3
AT3G45190.1	2605	3004	3497	3908
AT3G45200.1.Hnull	0	0	0	0
AT3G45210.1	827	511	987	825
AT3G45220.1	1	2	0	0
AT3G45230.1	638	495	159	90
AT3G45240.1	52	39	71	46
AT3G45242.1	35	28	27	25
AT3G45243.1	0	0	0	0
AT3G45245.1	0	0	0	0
AT3G45248.1	0	0	0	0
AT3G45250.1	0	0	0	0
AT3G45252.1	0	0	0	0
AT3G45253.1	0	0	1	0
AT3G45256.1	0	0	0	0
AT3G45260.1	61	73	1674	1687
AT3G45270.1	6	6	0	1
AT3G45275.1	0	0	0	0
AT3G45280.1	383	216	16	6
AT3G45285.1	0	0	0	0
AT3G45290.1	339	454	638	1445
AT3G45300.1	1105	1132	1124	1489
AT3G45310.1	2229	1584	982	869
AT3G45320.1.Hnull	0	0	0	0
AT3G45330.1	4	8	12	24
AT3G45340.1	0	0	0	0
AT3G45350.1	2	6	0	0
AT3G45360.1	0	0	0	0
AT3G45370.1.Hnull	0	0	0	0
AT3G45380.1.Hnull	0	0	0	0
AT3G45390.1	59	45	14	39
AT3G45400.1	803	416	228	136
AT3G45410.1	8	18	7	17
AT3G45420.1	62	170	43	90
AT3G45430.1	72	49	28	4
AT3G45440.1	29	12	13	9
AT3G45443.1	546	401	292	305
AT3G45446.1	0	0	0	0
AT3G45450.1	9	7	3	3
AT3G45460.1	27	27	0	0
AT3G45470.1	1	0	0	0
AT3G45480.1	81	44	0	0
AT3G45490.1	17	6	2	1
AT3G45500.1	14	7	0	0
AT3G45510.1	0	0	0	0
AT3G45520.1	0	0	0	0
AT3G45525.1	0	0	0	0
AT3G45530.1	0	1	2	0
AT3G45540.1	17	12	0	0
AT3G45550.1	0	0	0	0
AT3G45555.1	3	0	0	0
AT3G45560.1	64	48	0	0
AT3G45570.1.Hnull	0	0	0	0
AT3G45577.1	1	0	8	0
AT3G45580.1	8	16	0	0
AT3G45590.1	234	135	144	144
AT3G45600.1	1331	1179	2764	3668
AT3G45610.1	383	472	45	31
AT3G45620.2	1320	945	1618	1776
AT3G45630.1	1580	1979	2272	2713
AT3G45638.1	18	6	83	92
AT3G45640.1	927	864	9268	11408
AT3G45650.1	74	56	263	373
AT3G45660.1	3	3	2	3
AT3G45670.1	13	20	0	0
AT3G45673.1	0	2	0	0
AT3G45680.1	203	616	44	58
AT3G45690.1	1	1	0	1
AT3G45700.1	0	0	0	0
AT3G45710.1	158	198	18	5
AT3G45720.1	1	0	0	0
AT3G45730.1	18	19	590	190
AT3G45740.1	583	511	329	310
AT3G45750.1	369	386	444	487
AT3G45755.1	0	0	1	0
AT3G45760.1	12	13	1	0
AT3G45770.1	1231	1293	1771	2582
AT3G45775.1	0	0	0	0
AT3G45780.1	2223	3653	25476	31132
AT3G45790.1	1	0	0	2
AT3G45800.1	0	1	0	1
AT3G45810.1	172	170	0	0
AT3G45820.1	4	16	7	22
AT3G45830.1	1223	1607	1346	2030
AT3G45840.1	2	1	0	0
AT3G45850.1	3713	3240	1959	1403
AT3G45851.1	1	0	0	0
AT3G45860.1	15	46	10107	18881
AT3G45870.1.Hnull	39	20	38	18
AT3G45880.1	80	77	88	122
AT3G45890.1	532	560	247	318
AT3G45900.1	846	676	1238	862
AT3G45910.1.Hnull	0	0	0	0
AT3G45920.1	0	0	0	0
AT3G45930.1	2967	1244	240	106
AT3G45935.1	0	0	0	0
AT3G45940.1	157	317	20	25
AT3G45950.1	14	21	3	9
AT3G45955.1	0	0	0	0
AT3G45960.2	4	1	6	2
AT3G45965.1	0	0	0	0
AT3G45980.1	9947	4666	2321	1796
AT3G45990.1	10	6	12	2
AT3G46000.1	2699	2264	3268	3467
AT3G46010.2	4362	3023	3616	3461
AT3G46020.1	312	233	69	103
AT3G46030.1	5978	3092	1754	1609
AT3G46040.1	6362	3270	1153	1058
AT3G46050.1	2	2	0	0
AT3G46060.1	3544	3282	3135	2818
AT3G46070.1	30	8	1	0
AT3G46080.1	5	3	36	8
AT3G46086.1	0	0	0	0
AT3G46090.1	4	3	129	49
AT3G46100.1.Hnull	1470	1985	1411	2150
AT3G46110.1	60	42	239	230
AT3G46120.1	11	8	0	0
AT3G46130.1	60	40	1208	609
AT3G46140.1	1	0	0	3
AT3G46150.1	19	16	7	18
AT3G46160.1	20	8	7	2
AT3G46170.1	4	4	2	0
AT3G46180.1	909	537	366	346
AT3G46183.1	0	0	0	0
AT3G46186.1	0	0	0	0
AT3G46190.1	0	0	0	0
AT3G46200.1	459	376	207	129
AT3G46206.1	0	0	0	0
AT3G46210.1	876	607	223	302
AT3G46220.2	1893	1462	1029	1340
AT3G46230.1	2	6	5	7
AT3G46240.1	13	1	4	0
AT3G46250.1	2	3	0	1
AT3G46260.1	0	2	0	0
AT3G46270.1	56	38	1	0
AT3G46280.1	6	8	3	1
AT3G46290.1	1607	1694	2290	2359
AT3G46300.1	19	26	0	0
AT3G46310.1	3	3	0	0
AT3G46320.1	3522	1265	221	66
AT3G46330.1	0	0	1	0
AT3G46340.1.Hnull	6	51	1	63
AT3G46345.1	0	0	0	0
AT3G46350.1	0	1	0	0
AT3G46360.1	1	1	0	0
AT3G46370.1	15	32	44	193
AT3G46375.1	0	0	0	0
AT3G46380.1	0	0	2	0
AT3G46382.1	0	0	0	0
AT3G46384.1	0	0	0	0
AT3G46385.1	312	215	261	168
AT3G46387.1	0	0	0	0
AT3G46390.1	1	0	0	0
AT3G46400.1	1	0	1	17
AT3G46410.1.Hnull	0	5	2	2
AT3G46420.1.Hnull	0	24	0	25
AT3G46430.1	3635	1945	1712	1195
AT3G46440.1	3329	2863	543	1290
AT3G46450.2	2015	2434	1968	2189
AT3G46460.1	1632	888	1227	1004
AT3G46470.1	0	0	0	0
AT3G46480.1	0	1	6	2
AT3G46482.1	0	0	0	0
AT3G46484.1	0	0	0	0
AT3G46487.1	2	0	0	2
AT3G46490.1	16	10	272	13
AT3G46500.1	0	0	2	0
AT3G46510.1	1508	1863	3519	4044
AT3G46520.1	2466	2139	18	12
AT3G46530.1	1883	1950	3347	5374
AT3G46540.1	1379	928	1556	1899
AT3G46550.1	369	1285	1096	874
AT3G46560.1	2158	1044	640	587
AT3G46570.1.Hnull	0	0	0	0
AT3G46580.1	891	523	288	208
AT3G46585.1	0	0	0	0
AT3G46590.2	1894	2043	5457	5367
AT3G46600.1.Hnull	2069	3249	3137	2386
AT3G46610.1.Hnull	1130	1438	1641	1802
AT3G46613.1	9	3	3	0
AT3G46614.1	11	23	4	0
AT3G46616.1	4	1	0	0
AT3G46620.1	877	576	677	588
AT3G46630.1	712	493	1321	1091
AT3G46640.3	456	535	29	98
AT3G46650.1	99	91	131	26
AT3G46658.1	40	39	61	61
AT3G46660.1	31	13	14	6
AT3G46666.1	6	1	0	0
AT3G46668.1	113	72	122	118
AT3G46670.1	593	499	632	210
AT3G46680.1	16	9	1	2
AT3G46690.1	3	1	5	11
AT3G46700.1	21	5	11	0
AT3G46710.1	1	1	3	1
AT3G46720.1	66	36	3	18
AT3G46730.1	10	12	35	70
AT3G46740.1	3619	5686	2236	3353
AT3G46750.1	915	674	1	1
AT3G46760.1	5	2	0	0
AT3G46770.1	539	269	6	19
AT3G46780.1	7246	10399	40932	16017
AT3G46790.1	504	511	507	682
AT3G46800.1	2	0	2	0
AT3G46810.1	1	0	1	0
AT3G46820.1	1155	784	1144	1083
AT3G46830.1.Hnull	1410	665	1200	577
AT3G46840.1	4	3	0	0
AT3G46850.1	9	17	0	0
AT3G46860.1	0	0	0	0
AT3G46870.1	353	190	588	525
AT3G46875.1	0	0	0	0
AT3G46880.1	15	6	1	7
AT3G46890.1	19	22	17	8
AT3G46900.1.DE	40	32	373	913
AT3G46901.1	0	0	0	0
AT3G46904.1	0	0	0	0
AT3G46910.1	4	2	0	1
AT3G46911.1	5	3	1	0
AT3G46920.1	455	863	534	980
AT3G46930.1	326	266	248	536
AT3G46940.1	1771	493	105	17
AT3G46950.1	653	331	68	131
AT3G46960.1.Hnull	1082	1005	1438	1066
AT3G46970.1	3817	7949	8062	28573
AT3G46980.3	878	961	1321	1671
AT3G46990.1	289	290	105	187
AT3G47000.1	1004	1517	1521	1426
AT3G47010.1	145	181	346	586
AT3G47020.1	0	0	0	0
AT3G47021.1	0	0	0	0
AT3G47030.1	12	32	0	0
AT3G47040.2	26	26	1	2
AT3G47050.1	12	17	9	7
AT3G47060.1.Hnull	1208	805	1584	894
AT3G47070.1	4458	3140	13790	8029
AT3G47080.1	1582	988	1550	817
AT3G47090.1	29	72	465	946
AT3G47100.1	31	35	95	130
AT3G47110.1	27	48	46	54
AT3G47120.1.Hnull	316	350	416	406
AT3G47130.1.Hnull	0	4	0	11
AT3G47140.1	0	0	0	0
AT3G47150.1	1	2	0	0
AT3G47160.2	369	817	355	1732
AT3G47165.1	0	0	0	0
AT3G47170.1	0	0	0	0
AT3G47180.1.Hnull	5	13	8	9
AT3G47190.1	2	0	0	0
AT3G47200.1.Hnull	14	98	15	73
AT3G47210.1	9	3	9	9
AT3G47220.1	55	113	60	63
AT3G47230.1	0	5	76	162
AT3G47240.1	0	2	14	60
AT3G47250.1	795	928	5404	6409
AT3G47260.1.Hnull	0	0	0	0
AT3G47270.1	1	1	3	2
AT3G47280.1	0	0	0	0
AT3G47290.1.Hnull	1751	1264	1492	1465
AT3G47295.1	1773	809	1635	946
AT3G47300.1	408	416	305	306
AT3G47310.1	3	1	0	0
AT3G47320.1	7	2	0	0
AT3G47330.1	0	1	0	0
AT3G47340.1	4887	10239	205	9
AT3G47341.1.Hnull	0	0	0	0
AT3G47342.1	44	60	26	27
AT3G47347.1	58	74	24	28
AT3G47348.1	34	82	16	34
AT3G47350.2	1864	1609	618	667
AT3G47360.1	277	372	163	252
AT3G47370.2	4264	2429	940	891
AT3G47380.1	25	19	50	56
AT3G47390.1	920	769	678	694
AT3G47400.1	70	191	32	6
AT3G47410.1	57	44	0	0
AT3G47420.1.DE	2242	1934	4950	3246
AT3G47430.1	545	483	2912	2293
AT3G47440.1	467	326	3	6
AT3G47450.1	1259	1112	853	1587
AT3G47460.1	1204	978	57	146
AT3G47470.1	81690	67707	324984	133580
AT3G47480.1	19	12	684	793
AT3G47490.1	997	694	842	733
AT3G47500.1	1265	1798	9160	9947
AT3G47510.1	130	52	280	108
AT3G47520.1	7323	3641	2752	2940
AT3G47530.1	180	131	67	148
AT3G47540.2	158	153	231	149
AT3G47543.1	0	0	0	0
AT3G47550.3.Hnull	1293	768	1734	679
AT3G47560.2	707	559	1067	532
AT3G47570.1	128	115	514	694
AT3G47580.1	84	91	317	199
AT3G47590.1	1519	886	882	929
AT3G47600.1	497	749	379	391
AT3G47610.1	592	925	610	736
AT3G47620.1	1272	1255	1896	1616
AT3G47630.2	591	408	332	356
AT3G47640.1	356	344	270	563
AT3G47650.1	5659	2871	6937	4477
AT3G47660.1	110	101	23	22
AT3G47670.1	529	472	704	527
AT3G47675.1	227	238	238	157
AT3G47680.1	1228	1315	1129	1498
AT3G47690.1.Hnull	46	55	31	46
AT3G47700.1	647	552	374	395
AT3G47710.1	0	0	0	0
AT3G47720.1	2	8	0	0
AT3G47730.1.Hnull	1657	1113	2597	1100
AT3G47740.1	1	1	0	2
AT3G47750.1.Hnull	227	109	203	102
AT3G47760.1	6	4	1	1
AT3G47770.1	0	1	2	0
AT3G47780.1	180	221	255	392
AT3G47790.1	0	0	2	0
AT3G47800.1	897	1459	803	1232
AT3G47810.2	2701	2226	2766	3105
AT3G47820.1	199	245	483	1007
AT3G47830.1	168	111	64	40
AT3G47833.1.Hnull	934	782	1026	565
AT3G47836.1	1281	704	708	485
AT3G47840.1.Hnull	19	33	20	42
AT3G47850.1	777	649	526	587
AT3G47860.1	1185	1461	624	425
AT3G47870.1	865	407	0	0
AT3G47875.1	19	25	5	4
AT3G47890.1	1741	2272	1640	2491
AT3G47910.2	2101	3299	2680	4583
AT3G47920.1	0	0	0	0
AT3G47930.1	473	1194	523	661
AT3G47940.1	569	367	271	188
AT3G47950.1.Hnull	142	395	260	405
AT3G47960.1	2167	2649	5094	5676
AT3G47965.1	593	351	490	346
AT3G47980.1	12	10	7	15
AT3G47990.1	991	1101	1163	1090
AT3G48000.1.Hnull	7283	10908	11916	11252
AT3G48010.1	98	124	5	7
AT3G48020.1.Hnull	47	3	158	0
AT3G48030.1	903	535	396	293
AT3G48040.1	514	314	305	184
AT3G48050.1	1398	4112	3677	5806
AT3G48057.1	0	0	1	0
AT3G48058.1	0	0	2	2
AT3G48060.1	725	2086	1760	2421
AT3G48070.2.Hnull	1155	809	1226	915
AT3G48080.1	66	129	769	1042
AT3G48090.1	1384	1218	1512	1486
AT3G48100.1	268	127	62	95
AT3G48110.1	1283	2322	2045	2315
AT3G48115.1	458	348	530	336
AT3G48120.1	219	286	263	429
AT3G48130.1	1	3	4	13
AT3G48131.1	0	0	0	1
AT3G48140.1	9742	5820	7588	5845
AT3G48150.1	415	400	85	123
AT3G48160.2	446	227	33	11
AT3G48170.1	2285	2832	2084	2322
AT3G48180.1	35	23	14	7
AT3G48185.1	212	142	72	95
AT3G48190.1	2062	2972	1338	1900
AT3G48195.1	947	1097	1040	1392
AT3G48200.1	2436	3203	10265	9859
AT3G48201.1	0	0	2	1
AT3G48205.1	2	1	0	0
AT3G48208.1	31	18	0	0
AT3G48209.1	0	0	0	0
AT3G48210.1	977	551	149	215
AT3G48220.1	1	2	3	0
AT3G48230.1	24	17	0	0
AT3G48231.1	5	1	0	0
AT3G48235.1	10	6	7	11
AT3G48237.1	0	0	0	0
AT3G48240.1	303	238	342	158
AT3G48250.1	590	384	57	106
AT3G48260.1	64	75	93	11
AT3G48270.1	2	2	1	7
AT3G48275.1.Hnull	0	0	0	0
AT3G48280.1.Hnull	49	197	146	262
AT3G48290.2	589	1306	65	57
AT3G48298.1	0	0	0	0
AT3G48300.1	1	6	11	10
AT3G48310.1	109	141	1157	1380
AT3G48320.1	125	218	1647	1728
AT3G48330.1	1206	1058	589	743
AT3G48340.1.Hnull	15	72	3	54
AT3G48344.1	1	0	0	0
AT3G48346.1.Hnull	0	0	0	0
AT3G48350.1	250	137	77	41
AT3G48360.1.Hnull	6	4712	1	3681
AT3G48370.1	0	0	0	0
AT3G48380.3	898	1180	967	869
AT3G48390.1	52	133	51	77
AT3G48400.1	2	7	0	0
AT3G48410.1	572	751	134	249
AT3G48420.1.Hnull	5675	6317	4964	6808
AT3G48425.1.Hnull	102	223	94	241
AT3G48430.1	1361	2024	1015	1372
AT3G48440.1	947	907	234	212
AT3G48450.1	251	201	10	6
AT3G48460.1	3714	3353	879	660
AT3G48470.1	589	494	281	354
AT3G48480.1	255	124	20	22
AT3G48490.1	359	156	8	5
AT3G48500.2.Hnull	388	3011	1074	3679
AT3G48510.1	34	61	19	6
AT3G48515.1	0	0	0	0
AT3G48520.1	36	10	14	11
AT3G48523.1	6	4	2	10
AT3G48526.1.Hnull	1	0	4	1
AT3G48530.1	1341	2334	1738	2911
AT3G48540.1	272	137	14	0
AT3G48550.1	344	258	215	181
AT3G48560.1	5501	11653	13883	17034
AT3G48570.1	967	418	386	228
AT3G48580.1.DE	155	110	14	14
AT3G48590.1	780	888	779	1197
AT3G48600.2.Hnull	75	77	71	73
AT3G48610.1	1804	894	1534	1001
AT3G48620.1	8	4	3	5
AT3G48630.1	3	2	50	34
AT3G48640.1.Hnull	29	14	25	17
AT3G48650.1	75	118	501	691
AT3G48660.1	119	45	35	18
AT3G48670.1	5338	3213	827	1020
AT3G48675.1	0	0	0	0
AT3G48680.1.Hnull	1809	858	1833	824
AT3G48690.1	1674	2235	5645	6538
AT3G48700.1	95	79	18	22
AT3G48710.1	2451	1553	918	1459
AT3G48720.1	73	100	2484	2098
AT3G48730.1	5134	4249	2830	3078
AT3G48740.1	1058	971	6141	7703
AT3G48745.1	0	0	0	0
AT3G48750.1	1811	1887	1536	1352
AT3G48760.1	1572	1349	1760	1884
AT3G48770.1	358	528	59	49
AT3G48780.1	2176	2908	1515	1549
AT3G48790.1	22	12	24	7
AT3G48800.1	232	241	219	348
AT3G48810.1	437	294	176	152
AT3G48820.1	995	815	342	381
AT3G48830.1	182	208	44	123
AT3G48840.1	2	4	0	1
AT3G48850.1.Hnull	53	1	103	0
AT3G48860.2	1054	1274	1209	1587
AT3G48870.1	5125	9269	1557	2554
AT3G48880.1	1023	795	1029	1334
AT3G48890.1	4408	3206	2151	2390
AT3G48900.2	235	185	5	13
AT3G48920.1	1	1	0	0
AT3G48930.1	19437	8334	2463	2112
AT3G48940.1	5	5	7	0
AT3G48950.1	48	19	0	0
AT3G48960.1	51	24	8	5
AT3G48970.1	83	82	14	11
AT3G48980.1	907	1275	240	196
AT3G48990.1.DE	1825	3289	6269	7149
AT3G49000.1	997	828	558	534
AT3G49010.1	18348	11813	3626	4010
AT3G49020.1	39	25	1	1
AT3G49030.1	12	12	2	1
AT3G49040.1	1	0	1	3
AT3G49050.1	679	558	682	612
AT3G49051.1.Hnull	0	0	0	0
AT3G49055.1	34	14	14	19
AT3G49060.1	747	926	1079	1198
AT3G49070.1.Hnull	27	22	8	30
AT3G49080.1	1886	1396	463	549
AT3G49100.1	835	481	247	252
AT3G49110.1	272	165	81	74
AT3G49115.1	0	0	0	0
AT3G49120.1.DE	2878	4212	5625	7906
AT3G49130.1	0	2	2	3
AT3G49140.1	2030	2036	2167	2374
AT3G49142.1.Hnull	26	39	32	57
AT3G49150.1	11	6	4	1
AT3G49160.1.Hnull	1313	196	427	170
AT3G49162.1	1	5	0	0
AT3G49170.1	248	234	41	59
AT3G49180.1	687	504	212	301
AT3G49190.1	14	9	7	4
AT3G49200.1	4	3	0	0
AT3G49210.1	225	206	336	612
AT3G49220.1	2731	4074	3709	1762
AT3G49230.1	0	1	0	0
AT3G49240.1	770	1143	250	414
AT3G49250.1.Hnull	203	256	162	265
AT3G49260.3	1280	1129	1375	837
AT3G49270.3	188	147	0	0
AT3G49280.1	1	1	1	0
AT3G49290.1.Hnull	779	507	541	488
AT3G49300.1	83	123	1	0
AT3G49305.1	1	0	0	0
AT3G49307.1	2	2	0	0
AT3G49310.1	1827	1387	922	994
AT3G49320.1.DE	219	204	42	57
AT3G49330.1	68	31	34	5
AT3G49340.1	5	3	55	105
AT3G49350.1	750	552	670	726
AT3G49360.1	484	431	429	619
AT3G49370.1	75	72	95	123
AT3G49380.1	21	10	3	1
AT3G49390.1	1898	1553	918	1121
AT3G49400.1	356	397	131	195
AT3G49410.1	162	123	6	5
AT3G49420.1	265	173	93	167
AT3G49430.1	1627	2505	1196	1708
AT3G49440.1	0	0	0	0
AT3G49450.1	4	3	0	0
AT3G49460.1	6	3	0	0
AT3G49470.1	4300	2499	2443	1926
AT3G49480.1	19	8	11	13
AT3G49490.1.Hnull	2997	1181	4726	1197
AT3G49500.1	551	1428	893	1289
AT3G49510.1	135	60	38	46
AT3G49520.1	7	7	2	0
AT3G49530.1	1289	967	909	1282
AT3G49540.1	9997	5108	24	20
AT3G49550.1	665	492	124	175
AT3G49551.1	43	61	29	32
AT3G49560.1.Hnull	1826	3065	2153	3453
AT3G49570.1	100	71	121	359
AT3G49580.1.DE	41	28	162	383
AT3G49590.3.Hnull	1364	556	1808	473
AT3G49600.1.Hnull	975	972	1173	1112
AT3G49601.1	2294	2241	1598	2601
AT3G49610.1	0	1	0	0
AT3G49620.1	4	0	11	5
AT3G49630.1	26	12	0	0
AT3G49640.1	705	506	389	273
AT3G49645.1	309	311	238	326
AT3G49650.1	434	530	391	350
AT3G49660.1	350	335	136	161
AT3G49668.1	1	2	1	0
AT3G49670.1	3379	3821	2751	3001
AT3G49680.1	3297	3038	4028	2962
AT3G49690.1	101	91	23	9
AT3G49700.1	0	0	0	0
AT3G49710.1	223	220	75	77
AT3G49720.1	3217	2914	2983	1687
AT3G49725.1	606	428	191	284
AT3G49730.1	436	287	147	163
AT3G49740.1	141	107	32	48
AT3G49744.1	0	0	0	0
AT3G49750.1	275	256	58	79
AT3G49760.1	12	12	0	4
AT3G49765.1	0	0	0	0
AT3G49770.1	0	2	0	0
AT3G49780.1.Hnull	214	82	177	126
AT3G49790.1	180	168	296	237
AT3G49796.1.Hnull	0	0	0	0
AT3G49800.1	1722	1318	1688	2006
AT3G49810.1	1528	743	494	323
AT3G49820.1	4	3	0	0
AT3G49830.1	90	52	0	2
AT3G49832.1	3	6	0	0
AT3G49840.1	498	438	173	137
AT3G49845.1.Hnull	1	0	0	0
AT3G49850.1	943	675	714	592
AT3G49860.1	16	0	5	4
AT3G49870.1	3091	2302	2526	2257
AT3G49880.1	546	743	649	612
AT3G49890.1.Hnull	90	160	130	196
AT3G49900.2	1106	773	143	107
AT3G49910.1	26908	13099	4132	3460
AT3G49920.1	117	142	50	46
AT3G49925.1	0	0	0	0
AT3G49930.1	25	36	28	42
AT3G49940.1.Hnull	171	1073	46	1150
AT3G49950.1	6	5	0	3
AT3G49960.1	4	6	1	1
AT3G49970.1	2	1	38	3
AT3G49980.1	0	0	26	9
AT3G49990.1	2549	1479	1167	1589
AT3G50000.1	3155	2554	2250	1686
AT3G50010.1	10	7	38	54
AT3G50020.1	7	1	0	0
AT3G50022.1	0	0	0	0
AT3G50030.1	8	2	0	0
AT3G50040.1	235	127	51	60
AT3G50050.1	502	532	290	235
AT3G50060.1	1120	423	534	243
AT3G50070.1.Hnull	99	208	158	198
AT3G50080.1	945	666	658	714
AT3G50090.1	4	1	0	0
AT3G50100.1	700	385	173	135
AT3G50110.1.Hnull	186	293	122	299
AT3G50120.1.Hnull	16	73	12	67
AT3G50123.1	0	0	0	0
AT3G50130.1	11	7	2	0
AT3G50140.1.Hnull	22	24	25	24
AT3G50150.1	0	1	0	0
AT3G50160.1	2	2	0	0
AT3G50170.1	127	61	8	0
AT3G50180.1	2	2	1	0
AT3G50190.1	0	2	11	20
AT3G50200.1	8	4	3	11
AT3G50210.1	713	832	312	1074
AT3G50220.1	288	174	34	12
AT3G50230.1	118	113	0	5
AT3G50240.1	2217	1948	1747	612
AT3G50250.1	0	0	0	0
AT3G50260.1	6	5	37	131
AT3G50270.1	498	326	853	425
AT3G50280.1	1000	881	225	247
AT3G50290.1.Hnull	2	37	0	44
AT3G50295.1	0	0	0	0
AT3G50300.1	2	1	2	0
AT3G50301.1	0	0	1	0
AT3G50310.1	130	78	27	41
AT3G50320.1	0	0	0	0
AT3G50330.1	128	55	0	0
AT3G50337.1	0	0	0	0
AT3G50340.1	305	497	580	319
AT3G50350.1	241	240	342	458
AT3G50360.1	3171	2065	1114	1388
AT3G50370.1	1530	9468	6394	10327
AT3G50373.1	17	4	0	1
AT3G50376.1	2	4	0	0
AT3G50380.1	1437	2627	2812	3242
AT3G50390.1	261	197	16	37
AT3G50400.1	5	0	12	3
AT3G50410.1	487	306	24	25
AT3G50420.1	40	72	35	27
AT3G50430.1	330	492	284	565
AT3G50440.1	1317	1290	1054	945
AT3G50450.1	5	6	4	0
AT3G50460.1	1	0	0	2
AT3G50470.1	40	89	263	340
AT3G50480.1	361	583	7282	4274
AT3G50490.1	0	0	13	3
AT3G50500.2	3370	3618	1961	5304
AT3G50505.1	0	0	0	0
AT3G50510.1	41	30	4	1
AT3G50520.1	1393	740	507	399
AT3G50530.2	3489	3627	1246	1278
AT3G50540.1	0	0	0	0
AT3G50550.1	1390	666	651	625
AT3G50560.1.Hnull	426	210	90	153
AT3G50570.1	685	853	26	2
AT3G50580.1	245	435	0	0
AT3G50590.1.Hnull	3950	3013	5147	3168
AT3G50610.1	0	0	0	0
AT3G50620.1	628	385	143	91
AT3G50625.1	46	92	4	10
AT3G50630.1.DE	1655	1329	794	586
AT3G50640.1	13	5	1	2
AT3G50650.1	211	788	226	722
AT3G50651.1	0	0	0	0
AT3G50660.1	678	647	290	324
AT3G50665.1	1	1	0	0
AT3G50670.1	1500	2895	1579	2427
AT3G50674.1	0	0	0	0
AT3G50680.1	0	0	0	0
AT3G50682.1	0	0	0	0
AT3G50685.1	1274	1171	3691	2029
AT3G50690.1	1286	1261	1055	1578
AT3G50695.1	0	0	0	0
AT3G50700.1	193	193	224	787
AT3G50710.1	0	0	0	0
AT3G50720.1	0	0	0	0
AT3G50730.1	0	0	0	0
AT3G50740.1.DE	57	49	2718	7579
AT3G50750.1	399	321	2711	2606
AT3G50751.1	0	0	0	0
AT3G50755.1	0	0	0	0
AT3G50760.1	67	200	640	681
AT3G50764.1	0	0	0	0
AT3G50770.1	95	46	267	1063
AT3G50780.1	2670	1292	590	517
AT3G50790.1	1321	1255	1983	1343
AT3G50800.1	191	90	73	48
AT3G50808.1	1	0	0	0
AT3G50810.1	243	153	98	100
AT3G50820.1	15441	15192	54224	28722
AT3G50825.1	26	15	18	25
AT3G50830.1	1799	1178	3465	2396
AT3G50835.1	0	0	3	3
AT3G50840.1	44	36	843	1165
AT3G50845.1	177	144	133	141
AT3G50850.1	139	81	19	15
AT3G50860.1	629	365	292	319
AT3G50870.1	321	185	10	3
AT3G50880.1	1052	872	467	673
AT3G50890.1	1342	641	88	47
AT3G50895.1	0	0	0	0
AT3G50900.1	153	76	241	248
AT3G50910.1	1199	1354	1372	1791
AT3G50920.1	695	418	526	375
AT3G50925.1	0	0	0	0
AT3G50930.1	178	167	877	1447
AT3G50940.1	117	46	21	112
AT3G50950.2	1738	2915	8245	11430
AT3G50960.1	589	375	97	100
AT3G50970.1	68	73	291	180
AT3G50980.1	9	2	10	2
AT3G50990.1	11	2	0	0
AT3G51000.1	7890	7236	2811	2631
AT3G51010.1.Hnull	578	841	506	955
AT3G51020.1	5	6	2	1
AT3G51030.1	518	236	51	36
AT3G51040.1	558	414	531	487
AT3G51050.1	2089	2685	1638	2524
AT3G51057.1	0	0	0	0
AT3G51060.1	281	161	34	14
AT3G51070.1	976	1280	125	201
AT3G51075.1	108	126	202	247
AT3G51080.1	1235	712	333	93
AT3G51090.1	895	563	122	135
AT3G51100.1	1140	790	810	848
AT3G51110.1	613	629	485	846
AT3G51120.1	630	1703	1592	2304
AT3G51130.1	1068	1774	1575	1470
